Time,Event
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:27,Student looking away - Suspicious head movement
2025-03-09 13:44:27,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:28,Student looking away - Suspicious head movement
2025-03-09 13:44:28,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:29,Student looking away - Suspicious head movement
2025-03-09 13:44:29,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:30,Student looking away - Suspicious head movement
2025-03-09 13:44:30,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:31,Student looking away - Suspicious head movement
2025-03-09 13:44:31,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:36,Student looking away - Suspicious head movement
2025-03-09 13:44:36,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:37,Student looking away - Suspicious head movement
2025-03-09 13:44:37,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:38,Student looking away - Suspicious head movement
2025-03-09 13:44:38,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:39,Student looking away - Suspicious head movement
2025-03-09 13:44:39,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:40,Student looking away - Eye movement detected
2025-03-09 13:44:40,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:41,Student looking away - Suspicious head movement
2025-03-09 13:44:41,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:42,Student looking away - Suspicious head movement
2025-03-09 13:44:42,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:43,Student looking away - Suspicious head movement
2025-03-09 13:44:43,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:44,Student looking away - Suspicious head movement
2025-03-09 13:44:44,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:45,Student looking away - Suspicious head movement
2025-03-09 13:44:45,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:44:46,Student looking away - Suspicious head movement
2025-03-09 13:44:46,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:09,Student looking away - Suspicious head movement
2025-03-09 13:53:09,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:10,Student looking away - Suspicious head movement
2025-03-09 13:53:10,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:11,Student looking away - Suspicious head movement
2025-03-09 13:53:11,Student looking away - Eye movement detected
2025-03-09 13:53:12,Student looking away - Suspicious head movement
2025-03-09 13:53:12,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:16,Student looking away - Suspicious head movement
2025-03-09 13:53:16,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Suspicious head movement
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Suspicious head movement
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Suspicious head movement
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Suspicious head movement
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:17,Student looking away - Suspicious head movement
2025-03-09 13:53:17,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:18,Student looking away - Suspicious head movement
2025-03-09 13:53:18,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
